n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
10,0.05,1,0.98,0,150293,57354,72643,32013,1000,207
10,0.05,1,0.98,0.2,115829,45278,49190,22269,1000,143
10,0.05,1,0.98,0.4,95581,38074,34269,15819,1000,88
10,0.05,1,0.98,0.6,78016,31595,22431,10643,1000,41
10,0.05,1,0.98,0.8,74575,30465,14839,7231,1000,10
10,0.05,1,0.98,1,65425,27150,0,0,1000,0
