n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
50,0.05,1,0.98,0,4335879,186930,850848,134137,1000,295
50,0.05,1,0.98,0.2,2313612,134937,415601,87834,1000,221
50,0.05,1,0.98,0.4,1313445,95515,208082,54693,1000,138
50,0.05,1,0.98,0.6,898603,77120,118509,37320,1000,81
50,0.05,1,0.98,0.8,654888,64652,61869,23347,1000,26
50,0.05,1,0.98,1,479946,52979,0,0,1000,0
