n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
25,0.05,2,1,0,32768,11353,15437,6527,1000,401
25,0.05,2,1,0.2,29760,10781,12337,5542,1000,304
25,0.05,2,1,0.4,27736,10074,9777,4437,1000,214
25,0.05,2,1,0.6,23853,8893,6580,3076,1000,133
25,0.05,2,1,0.8,23640,8880,4680,2244,1000,77
25,0.05,2,1,1,20503,7746,0,0,1000,0
