n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
25,0.05,0.5,0.98,0,1e+07,454887,2033353,322803,128,15
25,0.05,0.5,0.98,0.2,1e+07,612731,1858881,393960,366,36
25,0.05,0.5,0.98,0.4,1e+07,760140,1638795,431855,762,53
25,0.05,0.5,0.98,0.6,6907043,621858,935804,297018,1000,26
25,0.05,0.5,0.98,0.8,4514992,465093,437652,165146,1000,4
25,0.05,0.5,0.98,1,3069228,352325,0,0,1000,0
