n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
50,0.05,1,1,0,963685,41519,189124,29941,1000,558
50,0.05,1,1,0.2,544652,31642,98023,20580,1000,420
50,0.05,1,1,0.4,396081,28780,62855,16601,1000,348
50,0.05,1,1,0.6,299155,25813,39314,12538,1000,248
50,0.05,1,1,0.8,238338,23740,22553,8490,1000,121
50,0.05,1,1,1,202644,22427,0,0,1000,0
