n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
50,0.05,1,1.02,0,346349,15008,68125,10754,1000,655
50,0.05,1,1.02,0.2,262682,15185,47282,9837,1000,580
50,0.05,1,1.02,0.4,198383,14474,31703,8352,1000,434
50,0.05,1,1.02,0.6,151564,13014,19879,6305,1000,367
50,0.05,1,1.02,0.8,132682,13273,12434,4724,1000,249
50,0.05,1,1.02,1,113183,12582,0,0,1000,0
