n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
50,0.05,0.5,1,0,1e+07,2987,143079,2398,18,11
50,0.05,0.5,1,0.2,1e+07,8253,139511,6303,71,44
50,0.05,0.5,1,0.4,1e+07,17872,132749,12309,197,101
50,0.05,0.5,1,0.6,1e+07,31539,119787,19301,335,124
50,0.05,0.5,1,0.8,1e+07,49529,92170,23847,613,139
50,0.05,0.5,1,1,9634596,69313,0,0,1000,0
