n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
25,0.05,1,0.98,0,437620,88427,174671,55658,1000,231
25,0.05,1,0.98,0.2,286065,64205,100608,35841,1000,204
25,0.05,1,0.98,0.4,232630,55579,70404,27019,1000,108
25,0.05,1,0.98,0.6,179514,45655,43883,18069,1000,53
25,0.05,1,0.98,0.8,153239,40494,25969,11489,1000,13
25,0.05,1,0.98,1,128299,35101,0,0,1000,0
