n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
10,0.05,1,1.02,0,31839,12294,15324,6871,1000,435
10,0.05,1,1.02,0.2,28854,11191,12220,5447,1000,356
10,0.05,1,1.02,0.4,26861,10713,9585,4466,1000,322
10,0.05,1,1.02,0.6,25718,10333,7361,3412,1000,214
10,0.05,1,1.02,0.8,25278,10304,5003,2380,1000,127
10,0.05,1,1.02,1,23549,9632,0,0,1000,0
