n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
25,0.05,2,0.98,0,49885,17392,23693,10163,1000,282
25,0.05,2,0.98,0.2,40552,14673,16906,7652,1000,248
25,0.05,2,0.98,0.4,39408,14595,13770,6348,1000,148
25,0.05,2,0.98,0.6,33053,12211,9505,4389,1000,92
25,0.05,2,0.98,0.8,28814,11038,5713,2778,1000,33
25,0.05,2,0.98,1,29497,11197,0,0,1000,0
