n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
50,0.05,0.5,0.98,0,1e+07,2897,142779,2311,0,0
50,0.05,0.5,0.98,0.2,1e+07,8263,139271,6285,1,0
50,0.05,0.5,0.98,0.4,1e+07,17594,132426,12250,2,0
50,0.05,0.5,0.98,0.6,1e+07,31709,119221,19267,5,2
50,0.05,0.5,0.98,0.8,1e+07,49712,92198,23854,32,0
50,0.05,0.5,0.98,1,1e+07,71449,0,0,58,0
