n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
10,0.05,2,1,0,23711,10666,11840,5801,1000,367
10,0.05,2,1,0.2,20255,9265,8784,4370,1000,263
10,0.05,2,1,0.4,19556,8897,7194,3595,1000,187
10,0.05,2,1,0.6,16974,7810,4986,2469,1000,118
10,0.05,2,1,0.8,17677,8105,3643,1906,1000,76
10,0.05,2,1,1,16319,7442,0,0,1000,0
