n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
10,0.05,2,0.98,0,32665,14871,16164,8087,1000,276
10,0.05,2,0.98,0.2,26991,12256,11810,5814,1000,200
10,0.05,2,0.98,0.4,26961,12227,9940,4941,1000,129
10,0.05,2,0.98,0.6,22711,10285,6639,3288,1000,85
10,0.05,2,0.98,0.8,21486,9818,4342,2169,1000,36
10,0.05,2,0.98,1,21216,9655,0,0,1000,0
