n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
25,0.05,1,1,0,134890,27530,53593,17191,1000,454
25,0.05,1,1,0.2,105701,23443,37151,13107,1000,351
25,0.05,1,1,0.4,92680,22437,27666,10808,1000,250
25,0.05,1,1,0.6,83793,21019,20329,8306,1000,179
25,0.05,1,1,0.8,72168,19185,12105,5447,1000,84
25,0.05,1,1,1,64293,17655,0,0,1000,0
