n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
10,0.05,2,1.02,0,16693,7596,8264,4155,1000,426
10,0.05,2,1.02,0.2,16277,7303,7075,3508,1000,346
10,0.05,2,1.02,0.4,14432,6603,5262,2613,1000,224
10,0.05,2,1.02,0.6,14143,6339,4153,2020,1000,170
10,0.05,2,1.02,0.8,13722,6256,2821,1434,1000,107
10,0.05,2,1.02,1,12338,5684,0,0,1000,0
