n,m,z,R,corr.sel,total.mut,netben.mut,SA.mut,netben.SA.mut,netben.fix,SA.ben.fix
25,0.05,1,1.02,0,69555,14032,28011,8962,1000,571
25,0.05,1,1.02,0.2,59737,13403,21094,7530,1000,460
25,0.05,1,1.02,0.4,55492,13344,16814,6537,1000,367
25,0.05,1,1.02,0.6,44510,11379,10910,4516,1000,273
25,0.05,1,1.02,0.8,41284,10743,7133,3156,1000,172
25,0.05,1,1.02,1,38013,10348,0,0,1000,0
